block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,gate_dci,gate_regime,n_queries,n_ok,exec_ms_window_sum,wall_ms_window,qps_window,sf
6,7700,dci_gated,15,MixShift2,0,0.927134,1.0,0.801472,1.0,0.85722,0.920661,0,1.6006,5-D,32,32,12950.709,14134.863,2.2639,1.0
6,7700,dci_gated,16,MixShift2,0,0.896724,1.0,0.568143,1.0,0.790553,0.856393,0,1.6291,5-D,32,32,11123.782,11936.488,2.6809,1.0
6,7700,dci_gated,17,MixCalm,1,0.86444,0.625,0.618289,1.0,0.625128,0.758537,1,1.9404,5-D,20,20,9614.515,10186.931,1.9633,1.0
6,7700,dci_gated,18,MixCalm,0,0.889811,1.0,0.768438,1.0,0.506923,0.852179,1,2.0608,5-D,20,20,8522.91,9196.301,2.1748,1.0
6,7700,dci_gated,19,MixCalm,0,0.834886,1.0,0.513223,1.0,0.815897,0.833751,0,2.0936,5-D,20,20,7850.947,8101.745,2.4686,1.0
6,7700,dci_gated,20,MixCalm,0,0.86444,1.0,0.618862,1.0,0.745641,0.851728,0,2.1017,5-D,20,20,6864.52,7276.162,2.7487,1.0
6,7700,dci_gated,21,MixShift3,1,0.652669,1.0,0.402585,0.67381,0.600385,0.668504,1,2.0242,5-D,20,20,10364.718,10901.098,1.8347,1.0
6,7700,dci_gated,22,MixShift3,0,0.868519,1.0,0.822829,0.839744,0.69859,0.854433,0,2.0974,5-D,20,20,9220.096,9961.873,2.0077,1.0
6,7700,dci_gated,23,MixShift3,0,0.863136,1.0,0.831111,0.839744,0.705769,0.85582,0,2.1689,5-D,20,20,9794.898,10309.483,1.94,1.0
6,7700,dci_gated,24,MixShift3,0,0.955171,1.0,0.853627,1.0,0.747179,0.921595,0,2.1412,5-D,20,20,10521.781,11094.327,1.8027,1.0
7,7800,dci_gated,1,MixBase,0,0.838281,1.0,0.590367,0.880952,0.750641,0.81643,0,,5-D,20,20,5351.956,6061.989,3.2992,1.0
7,7800,dci_gated,2,MixBase,0,0.843183,1.0,0.697656,0.880952,0.722692,0.834921,0,,5-D,20,20,4428.83,5050.005,3.9604,1.0
7,7800,dci_gated,3,MixBase,0,0.94422,1.0,0.816813,1.0,0.740641,0.910514,0,1.4786,5-D,20,20,4164.539,4682.269,4.2714,1.0
7,7800,dci_gated,4,MixBase,0,0.821491,1.0,0.6265,1.0,0.702179,0.836,0,1.7773,5-D,20,20,4985.255,5746.996,3.4801,1.0
7,7800,dci_gated,5,MixShift1,1,0.633116,1.0,0.394713,0.440092,0.702436,0.630606,1,1.1329,5-D,20,20,4914.689,5352.036,3.7369,1.0
7,7800,dci_gated,6,MixShift1,0,0.898695,1.0,0.580371,1.0,0.779103,0.857613,0,1.1807,5-D,20,20,4001.463,4522.97,4.4219,1.0
7,7800,dci_gated,7,MixShift1,0,0.894343,1.0,0.566252,1.0,0.788333,0.855086,0,1.2422,5-D,20,20,5083.405,5413.346,3.6946,1.0
7,7800,dci_gated,8,MixShift1,0,0.825203,1.0,0.558862,0.9375,0.865385,0.835381,0,1.3434,5-D,20,20,4702.016,5246.606,3.812,1.0
7,7800,dci_gated,9,MixSurge1,1,0.832726,0.625,0.755288,0.9375,0.767051,0.786797,1,2.0212,5-D,32,32,7992.603,8829.007,3.6244,1.0
7,7800,dci_gated,10,MixSurge1,0,0.9158,1.0,0.735334,1.0,0.654818,0.87424,0,2.064,5-D,32,32,8109.096,8825.316,3.6259,1.0
7,7800,dci_gated,11,MixSurge1,0,0.888367,1.0,0.672135,1.0,0.814062,0.878628,0,2.0831,5-D,32,32,9328.548,10090.87,3.1712,1.0
7,7800,dci_gated,12,MixSurge1,0,0.9131,1.0,0.761826,1.0,0.742915,0.892077,0,2.0818,5-D,32,32,7650.866,8534.442,3.7495,1.0
7,7800,dci_gated,13,MixShift2,1,0.62531,1.0,0.330521,0.821429,0.750202,0.699248,1,1.9965,5-D,32,32,7945.525,8996.665,3.5569,1.0
7,7800,dci_gated,14,MixShift2,0,0.814293,1.0,0.636255,0.981481,0.678758,0.828934,0,2.0306,5-D,32,32,15502.574,16663.674,1.9203,1.0
7,7800,dci_gated,15,MixShift2,0,0.862617,1.0,0.701831,1.0,0.788583,0.874308,0,2.0382,5-D,32,32,9825.037,10690.698,2.9933,1.0
7,7800,dci_gated,16,MixShift2,0,0.910463,1.0,0.846872,1.0,0.880648,0.929087,0,2.1058,5-D,32,32,12724.232,13599.596,2.353,1.0
7,7800,dci_gated,17,MixCalm,1,0.878564,0.625,0.70997,1.0,0.760641,0.800731,1,2.4148,5-D,20,20,5750.24,6218.21,3.2164,1.0
7,7800,dci_gated,18,MixCalm,0,0.921106,1.0,0.662722,1.0,0.848846,0.890148,0,2.4523,5-D,20,20,7664.335,8226.336,2.4312,1.0
