workload,config,seed,dci_raw,dci_white
tpch,volume_only,29,1.626370256023618,1.0066169629203106
tpch,volume_only,30,1.6186865953553966,1.0060931419791024
tpch,volume_only,31,1.6471350967653957,1.0093138006257012
tpch,volume_only,32,1.545387787877665,1.006863793305891
tpch,volume_only,33,1.0000000000000002,1.0
tpch,volume_only,34,1.0137667907272,1.0010700664866858
tpch,volume_only,35,1.3848213192696643,1.0085559816055458
tpch,volume_only,36,1.0133043201087903,1.0010143932182949
tpch,volume_only,37,1.0130870573209028,1.001009088700227
tpch,volume_only,38,1.0134872784293762,1.0010714763673088
tpch,volume_only,39,1.299577931684834,1.0090836062771702
tpch,volume_only,40,1.2966538568873678,1.0101483478577116
tpch,volume_only,41,1.5676907153104722,1.0102268685657063
tpch,volume_only,42,1.6546442762403057,1.006876653530539
tpch,volume_only,43,1.0275158624118066,1.0101418238443278
tpch,volume_only,44,1.3062160752460643,1.0101497464984723
tpch,volume_only,45,1.2311027849498066,1.0093070335829806
tpch,volume_only,46,1.5496684505520604,1.0068665950034585
tpch,volume_only,47,1.0126278055311069,1.0010068100415654
tpch,volume_only,48,1.3748558875378833,1.008555999168188
tpch,volume_only,49,1.7930605197402127,1.0093461592022641
tpch,mixed,0,2.1602859297489463,1.3427167058589224
tpch,mixed,1,1.7443765031619547,1.5318934473132086
tpch,mixed,2,1.8655229946605623,1.4902989867980512
tpch,mixed,3,1.8514986702912692,1.107830848889951
tpch,mixed,4,1.8615420405704286,1.3047520953308425
tpch,mixed,5,1.6916372605046666,1.6312874370635375
tpch,mixed,6,1.5820418742855258,1.7152721161397708
tpch,mixed,7,1.9849271330856724,1.32652198133989
tpch,mixed,8,2.2134846904069736,1.8361649780967557
tpch,mixed,9,2.091459588805144,1.2136862887561486
tpch,mixed,10,1.8932285139671277,1.5231364579690423
tpch,mixed,11,2.1913753387342116,1.320447292167869
tpch,mixed,12,2.3707982511797447,1.2231122332765074
tpch,mixed,13,2.0701160695489755,1.511685408263959
tpch,mixed,14,2.501438420568714,1.613244150383372
