id,arm,cluster_a,start_a,cluster_b,start_b,R_at_onset,DCI_at_onset,minR_onset_p2,esc_windows,b_SR,b_SV,b_ST,b_SA,b_SP
0,cross,96,30065,100,5065,0.7179,1.0,0.5216,6,0.4288,1.0,0.0,0.0,0.8879
1,cross,96,45065,100,6065,1.0,2.2408,1.0,0,0.3983,1.0,0.0,0.0,0.8879
2,cross,96,55065,100,16065,0.9295,1.0,0.9287,0,0.4559,1.0,0.0,0.0,0.8165
3,cross,96,17065,100,7065,0.9656,1.0001,0.9637,0,0.4289,1.0,0.0,0.0,0.8879
4,cross,96,33065,100,10065,0.965,1.0,0.9638,0,0.4305,1.0,0.0,0.0,0.8879
5,cross,96,39065,100,12065,1.2624,1.8366,0.7496,5,0.4188,1.0,0.0,0.0,0.8879
6,cross,96,24065,100,15065,0.7482,1.0,0.7482,0,0.3852,1.0,0.0,0.0,0.8879
7,cross,96,26065,100,13065,0.522,1.0001,0.522,0,0.3503,1.0,0.0,0.0,0.9101
8,cross,96,37065,100,65,0.8427,1.0,0.8426,0,0.4642,1.0,0.0,0.0,0.5804
9,cross,96,24065,100,20065,0.7482,1.0,0.7482,0,0.4411,1.0,0.0,0.0,0.8479
10,cross,96,8065,100,18065,0.9048,1.0,0.9048,0,0.4385,1.0,0.0,0.0,0.8879
11,cross,96,4065,31,6065,1.0,1.0894,1.0,0,0.4409,1.0,0.0,0.0,0.6519
12,cross,96,1065,31,1065,0.5976,1.5786,0.5604,0,0.345,1.0,0.0,0.0,0.8071
13,cross,96,45065,31,2065,1.0,2.2627,1.0,1,0.4494,1.0,0.0,0.0,0.629
14,cross,96,26065,31,1065,0.5222,1.0001,0.5222,0,0.3146,1.0,0.0,0.0,0.8071
15,cross,96,48065,31,8065,0.4378,1.0001,0.4378,0,0.4104,1.0,0.0,0.0,0.7655
16,cross,96,35065,31,1065,1.0,1.0716,1.0,0,0.3877,1.0,0.0,0.0,0.8071
17,cross,96,26065,31,2065,0.5216,1.0001,0.5216,0,0.4134,1.0,0.0,0.0,0.629
18,cross,96,20065,31,2065,0.7009,1.0,0.5605,0,0.4494,1.0,0.0,0.0,0.629
19,cross,96,11065,31,65,0.6091,1.0001,0.6091,0,0.4111,1.0,0.0,0.0,0.7777
20,cross,96,56065,31,65,0.9528,1.0005,0.9484,9,0.4111,1.0,0.0,0.0,0.7777
21,cross,96,1065,31,6065,0.6134,1.6025,0.5835,0,0.4171,1.0,0.0,0.0,0.6519
22,cross,96,48065,77,7065,0.4375,1.0001,0.4375,0,0.4597,1.0,0.0,0.0,0.7976
23,cross,96,24065,77,65,0.7482,1.0,0.7482,0,0.4089,1.0,0.0,0.0,0.8526
24,cross,96,57065,77,4065,0.695,1.0003,0.695,0,0.4638,1.0,0.0,0.0,0.5983
25,cross,96,18065,77,7065,0.3962,1.0001,0.3962,0,0.4597,1.0,0.0,0.0,0.7976
26,cross,96,23065,77,4065,0.7891,1.0,0.7891,0,0.4638,1.0,0.0,0.0,0.5983
27,cross,96,57065,77,7065,0.6951,1.0003,0.6951,0,0.4597,1.0,0.0,0.0,0.7976
28,cross,96,37065,77,3065,0.8427,1.0,0.8427,0,0.4686,1.0,0.0,0.0,0.6001
29,cross,96,16065,77,65,0.8863,1.0,0.8862,0,0.4349,1.0,0.0,0.0,0.8526
30,cross,96,7065,77,1065,0.5761,1.0001,0.3908,11,0.4639,1.0,0.0,0.0,0.631
31,cross,96,57065,77,4065,0.695,1.0003,0.695,0,0.4638,1.0,0.0,0.0,0.5983
32,cross,96,56065,77,7065,0.9535,1.0005,0.9482,9,0.4597,1.0,0.0,0.0,0.7976
33,cross,96,2065,178,1065,0.901,1.0001,0.901,0,0.3881,1.0,0.0,0.0,0.9202
34,cross,96,55065,178,4065,0.9295,1.0,0.9285,0,0.4517,1.0,0.0,0.0,0.6588
35,cross,96,2065,178,3065,0.9011,1.0001,0.9011,0,0.3531,1.0,0.0,0.0,0.571
36,cross,96,8065,178,2065,0.9048,1.0,0.9048,0,0.3819,1.0,0.0,0.0,0.792
37,cross,96,51065,178,2065,0.7904,1.0001,0.7904,0,0.3819,1.0,0.0,0.0,0.792
38,cross,96,42065,178,5065,0.9246,1.0,0.9246,0,0.4362,1.0,0.0,0.0,0.806
39,cross,96,40065,178,65,0.7915,1.0,0.7915,0,0.4545,1.0,0.0,0.0,0.6334
40,cross,96,24065,178,2065,0.7483,1.0,0.7483,0,0.3386,1.0,0.0,0.0,0.792
41,cross,96,51065,178,3065,0.7904,1.0001,0.7904,0,0.3936,1.0,0.0,0.0,0.571
42,cross,96,54065,178,65,0.646,1.1875,0.646,0,0.4545,1.0,0.0,0.0,0.6334
43,cross,96,26065,178,3065,0.5221,1.0001,0.5221,0,0.3241,1.0,0.0,0.0,0.571
44,cross,96,65,33,65,1.0,1.5978,1.0,7,0.1959,1.0,0.0,0.0,1.0
45,cross,96,55065,33,1065,0.9295,1.0,0.9288,0,0.4681,1.0,0.0,0.0,0.8594
46,cross,96,54065,33,1065,0.646,1.1875,0.646,0,0.4681,1.0,0.0,0.0,0.8594
47,cross,96,51065,33,1065,0.7903,1.0001,0.7903,0,0.4681,1.0,0.0,0.0,0.8594
48,cross,96,32065,33,4065,0.8604,1.0,0.8604,0,0.2819,1.0,0.0,0.0,0.9055
49,cross,96,4065,33,4065,1.0,1.1058,0.1094,11,0.3376,1.0,0.0,0.0,0.9055
50,cross,96,21065,33,1065,0.8724,1.0001,0.8724,0,0.4681,1.0,0.0,0.0,0.8594
51,cross,96,44065,33,4065,0.9042,1.0001,0.9041,0,0.3376,1.0,0.0,0.0,0.9055
52,cross,96,8065,33,3065,0.9048,1.0,0.9048,0,0.4588,1.0,0.0,0.0,0.5939
53,cross,96,9065,33,2065,0.8902,1.9981,0.7426,0,0.2054,1.0,0.0,0.0,1.0
54,cross,96,37065,33,2065,0.8429,1.0,0.8429,0,0.3243,1.0,0.0,0.0,1.0
55,cross,96,11065,3,2065,0.6096,1.0001,0.6095,0,0.1667,1.0,0.0,0.0,0.7902
56,cross,96,21065,3,1065,0.8729,1.0001,0.8728,0,0.1667,1.0,0.0,0.0,0.5889
57,cross,96,56065,3,2065,0.949,1.0005,0.9483,9,0.1667,1.0,0.0,0.0,0.7902
58,cross,96,14065,3,1065,0.383,1.4154,0.3495,1,0.1667,1.0,0.0,0.0,0.5889
59,cross,96,27065,3,65,0.6001,1.0,0.4883,5,0.1667,1.0,0.0,0.0,0.788
60,cross,96,31065,3,65,0.4737,1.0,0.3832,1,0.1667,1.0,0.0,0.0,0.788
61,cross,96,16065,3,2065,0.8859,1.0,0.8859,0,0.1667,1.0,0.0,0.0,0.7902
62,cross,96,52065,3,3065,0.8811,1.0,0.881,0,0.1667,1.0,0.0,0.0,0.5838
63,cross,96,35065,3,65,1.0,1.1008,1.0,0,0.1667,1.0,0.0,0.0,0.788
64,cross,96,35065,3,3065,1.0,1.1008,1.0,0,0.1667,1.0,0.0,0.0,0.5838
65,cross,96,46065,3,2065,0.9515,1.0001,0.9514,0,0.1667,1.0,0.0,0.0,0.7902
66,cross,96,33065,11,65,0.9652,1.0,0.9631,0,0.4591,1.0,0.0,0.0,0.704
67,cross,96,27065,11,65,0.7567,1.0,0.4625,8,0.4591,1.0,0.0,0.0,0.704
68,cross,96,33065,11,65,0.9652,1.0,0.9631,0,0.4591,1.0,0.0,0.0,0.704
69,cross,96,3065,11,65,0.4302,1.0006,0.4302,0,0.4591,1.0,0.0,0.0,0.704
70,cross,96,54065,11,1065,0.646,1.1875,0.646,0,0.4603,1.0,0.0,0.0,0.6056
71,cross,96,47065,11,3065,0.8295,1.0001,0.8295,0,0.4551,1.0,0.0,0.0,0.6909
72,cross,96,1065,11,2065,0.6197,1.6116,0.4965,0,0.4464,1.0,0.0,0.0,0.8908
73,cross,96,28065,11,3065,0.6053,1.0003,0.6053,0,0.4368,1.0,0.0,0.0,0.6909
74,cross,96,8065,11,1065,0.9048,1.0,0.9048,0,0.4603,1.0,0.0,0.0,0.6056
75,cross,96,42065,11,2065,0.9246,1.0,0.9245,0,0.4619,1.0,0.0,0.0,0.8908
76,cross,96,41065,11,65,0.8876,1.0001,0.8876,0,0.4591,1.0,0.0,0.0,0.704
77,cross,96,1065,56,65,0.5864,1.5611,0.5257,0,0.2953,1.0,0.0,0.0,0.6428
78,cross,96,39065,56,65,1.222,1.8253,0.4801,9,0.2953,1.0,0.0,0.0,0.6428
79,cross,96,53065,56,1065,0.9608,1.0,0.9604,0,0.2323,1.0,0.0,0.0,0.7135
80,cross,96,22065,56,2065,1.0,1.9717,0.1105,11,0.3701,1.0,0.0,0.0,0.7402
81,cross,96,29065,56,2065,0.8912,1.0001,0.8911,0,0.3224,1.0,0.0,0.0,0.7402
82,cross,96,39065,56,1065,1.1228,1.8016,0.6057,7,0.1754,1.0,0.0,0.0,0.7135
83,cross,96,23065,56,1065,0.7898,1.0,0.7897,0,0.2323,1.0,0.0,0.0,0.7135
84,cross,96,27065,56,65,0.696,1.0,0.4872,6,0.3483,1.0,0.0,0.0,0.6428
85,cross,96,45065,56,1065,1.0,2.1376,0.2726,11,0.2323,1.0,0.0,0.0,0.7135
86,cross,96,28065,56,65,0.6058,1.0003,0.6058,0,0.2953,1.0,0.0,0.0,0.6428
87,cross,96,29065,56,65,0.8912,1.0001,0.8911,0,0.2953,1.0,0.0,0.0,0.6428
88,cross,96,27065,16,2065,0.7384,1.0,0.4298,8,0.4258,1.0,0.0,0.0,0.7162
89,cross,96,14065,16,1065,0.3989,1.4668,0.3989,0,0.4157,1.0,0.0,0.0,0.6629
90,cross,96,37065,16,1065,0.8428,1.0,0.8428,0,0.4157,1.0,0.0,0.0,0.6629
91,cross,96,27065,16,2065,0.7384,1.0,0.4298,8,0.4258,1.0,0.0,0.0,0.7162
92,cross,96,44065,16,65,0.9042,1.0001,0.9041,0,0.4271,1.0,0.0,0.0,0.567
93,cross,96,55065,16,2065,0.9294,1.0,0.9284,0,0.4258,1.0,0.0,0.0,0.7162
94,cross,96,46065,16,65,0.9518,1.0001,0.9517,0,0.4271,1.0,0.0,0.0,0.567
95,cross,96,16065,16,2065,0.8863,1.0,0.8862,0,0.4258,1.0,0.0,0.0,0.7162
96,cross,96,56065,16,65,0.953,1.0005,0.9463,9,0.4271,1.0,0.0,0.0,0.567
97,cross,96,56065,16,2065,0.953,1.0005,0.9464,9,0.4258,1.0,0.0,0.0,0.7162
98,cross,96,13065,16,2065,1.0,1.9684,0.4124,9,0.4258,1.0,0.0,0.0,0.7162
99,cross,96,42065,53,65,0.9246,1.0,0.9245,0,0.4564,1.0,0.0,0.0,0.7928
100,cross,96,42065,53,1065,0.9246,1.0,0.9245,0,0.4483,1.0,0.0,0.0,0.8492
101,cross,96,34065,53,1065,0.7973,1.0001,0.7973,0,0.4483,1.0,0.0,0.0,0.8492
102,cross,96,26065,53,2065,0.5217,1.0001,0.5217,0,0.3944,1.0,0.0,0.0,0.6386
103,cross,96,12065,53,65,0.6964,1.0001,0.3548,9,0.4564,1.0,0.0,0.0,0.7928
104,cross,96,25065,53,65,0.9561,1.0,0.956,0,0.4564,1.0,0.0,0.0,0.7928
105,cross,96,6065,53,1065,0.4466,1.0003,0.4466,0,0.4273,1.0,0.0,0.0,0.8492
106,cross,96,27065,53,65,0.7552,1.0,0.4016,9,0.4564,1.0,0.0,0.0,0.7928
107,cross,96,41065,53,1065,0.8877,1.0001,0.8877,0,0.4483,1.0,0.0,0.0,0.8492
108,cross,96,54065,53,1065,0.646,1.1875,0.646,0,0.4483,1.0,0.0,0.0,0.8492
109,cross,96,33065,53,65,0.9651,1.0,0.9624,0,0.4564,1.0,0.0,0.0,0.7928
110,cross,96,44065,14,1065,0.9042,1.0001,0.9041,0,0.4477,1.0,0.0,0.0,0.5926
111,cross,96,24065,14,65,0.7483,1.0,0.7483,0,0.3304,1.0,0.0,0.0,0.7792
112,cross,96,53065,14,1065,0.9609,1.0,0.96,0,0.4477,1.0,0.0,0.0,0.5926
113,cross,96,13065,14,1065,1.0,1.9727,0.3684,9,0.4477,1.0,0.0,0.0,0.5926
114,cross,96,39065,14,1065,1.2624,1.8369,0.3434,10,0.4266,1.0,0.0,0.0,0.5926
115,cross,96,25065,14,65,0.956,1.0,0.9559,0,0.3745,1.0,0.0,0.0,0.7792
116,cross,96,1065,14,1065,0.6155,1.6055,0.4932,0,0.4266,1.0,0.0,0.0,0.5926
117,cross,96,28065,14,65,0.6057,1.0003,0.6057,0,0.3304,1.0,0.0,0.0,0.7792
118,cross,96,57065,14,1065,0.6951,1.0003,0.6951,0,0.4477,1.0,0.0,0.0,0.5926
119,cross,96,1065,14,1065,0.6155,1.6055,0.4932,0,0.4266,1.0,0.0,0.0,0.5926
120,cross,96,27065,14,1065,0.7505,1.0,0.418,9,0.4477,1.0,0.0,0.0,0.5926
121,cross,100,5065,96,3065,0.8775,1.0001,0.7311,0,0.4288,1.0,0.0,0.0,0.8879
122,cross,100,10065,96,38065,0.8971,1.0002,0.8866,0,0.4065,1.0,0.0,0.0,0.8879
123,cross,100,1065,96,51065,0.8243,1.0272,0.8243,0,0.4455,1.0,0.0,0.0,0.8468
124,cross,100,20065,96,32065,0.9559,1.0374,0.5727,0,0.4433,1.0,0.0,0.0,0.8892
125,cross,100,11065,96,29065,0.9661,1.0014,0.9322,0,0.4199,1.0,0.0,0.0,0.8879
126,cross,100,15065,96,53065,0.6643,1.0339,0.6643,0,0.4239,1.0,0.0,0.0,0.8879
127,cross,100,6065,96,25065,0.9841,1.0283,0.5847,0,0.4288,1.0,0.0,0.0,0.8879
128,cross,100,9065,96,2065,0.8576,1.0003,0.8415,0,0.4104,1.0,0.0,0.0,0.8879
129,cross,100,13065,96,51065,0.689,1.0152,0.689,0,0.4143,1.0,0.0,0.0,0.8879
130,cross,100,16065,96,17065,0.1863,1.0502,0.1863,1,0.4548,1.0,0.0,0.0,0.8966
131,cross,100,6065,96,20065,0.9841,1.0283,0.5847,0,0.4288,1.0,0.0,0.0,0.8879
132,cross,100,2065,31,8065,0.5591,1.0408,0.557,0,0.2007,1.0,0.0,0.0,0.8507
133,cross,100,65,31,2065,0.0852,1.4555,0.0852,18,0.2222,1.0,0.0,0.0,0.7678
134,cross,100,17065,31,5065,0.5839,1.0486,0.5449,0,0.1767,1.0,0.0,0.0,0.8033
135,cross,100,7065,31,3065,0.8385,1.0002,0.8385,0,0.1893,1.0,0.0,0.0,0.8749
136,cross,100,16065,31,7065,0.5361,1.0613,0.3081,5,0.1943,1.0,0.0,0.0,0.5854
137,cross,100,11065,31,2065,0.9781,1.0014,0.9638,0,0.2204,1.0,0.0,0.0,0.6901
138,cross,100,16065,31,7065,0.5361,1.0613,0.3081,5,0.1943,1.0,0.0,0.0,0.5854
139,cross,100,1065,31,2065,0.7987,1.0261,0.6964,0,0.1459,1.0,0.0,0.0,0.6598
140,cross,100,10065,31,1065,0.9431,1.0002,0.9205,0,0.2204,1.0,0.0,0.0,0.8758
141,cross,100,18065,31,8065,0.7013,1.1803,0.5794,0,0.1795,1.0,0.0,0.0,0.8507
142,cross,100,9065,31,4065,0.887,1.0003,0.882,0,0.2045,1.0,0.0,0.0,0.8343
143,cross,100,2065,77,65,0.5226,1.0373,0.5029,0,0.1486,1.0,0.0,0.0,0.9452
144,cross,100,9065,77,65,0.8959,1.0003,0.8869,0,0.1365,1.0,0.0,0.0,0.9452
145,cross,100,19065,77,4065,0.6469,1.0026,0.6329,0,0.1312,1.0,0.0,0.0,0.5885
146,cross,100,12065,77,6065,0.7241,1.0181,0.4694,0,0.2109,1.0,0.0,0.0,0.8861
147,cross,100,16065,77,3065,0.6163,1.0517,0.4697,8,0.1375,1.0,0.0,0.0,0.6423
148,cross,100,15065,77,1065,0.6777,1.0271,0.473,0,0.2742,1.0,0.0,0.0,0.6321
149,cross,100,16065,77,6065,0.6249,1.05,0.5485,0,0.1281,1.0,0.0,0.0,0.8875
150,cross,100,11065,77,5065,0.9757,1.0014,0.9404,0,0.2719,1.0,0.0,0.0,0.8095
151,cross,100,15065,77,2065,0.6193,1.0229,0.5249,5,0.1622,1.0,0.0,0.0,0.9075
152,cross,100,19065,77,3065,0.6436,1.0026,0.6294,0,0.1453,1.0,0.0,0.0,0.6497
153,cross,100,4065,77,2065,0.4746,1.0199,0.4159,0,0.1769,1.0,0.0,0.0,0.9075
154,cross,100,6065,178,2065,0.9814,1.0277,0.8714,0,0.158,1.0,0.0,0.0,0.9136
155,cross,100,13065,178,4065,0.7077,1.0152,0.6976,0,0.243,1.0,0.0,0.0,0.6599
156,cross,100,8065,178,4065,0.8474,1.0001,0.7801,0,0.1713,1.0,0.0,0.0,0.6599
157,cross,100,15065,178,4065,0.6567,1.025,0.4028,3,0.2223,1.0,0.0,0.0,0.6599
158,cross,100,12065,178,5065,0.7214,1.0153,0.476,0,0.1354,1.0,0.0,0.0,0.7991
159,cross,100,17065,178,1065,0.577,1.048,0.3658,2,0.1613,1.0,0.0,0.0,0.8879
160,cross,100,5065,178,4065,0.8224,1.0001,0.7467,0,0.1713,1.0,0.0,0.0,0.6599
161,cross,100,5065,178,3065,0.8264,1.0001,0.7773,0,0.182,1.0,0.0,0.0,0.6152
162,cross,100,20065,178,65,0.8985,1.0343,0.8906,0,0.1423,1.0,0.0,0.0,0.6103
163,cross,100,14065,178,3065,0.5611,1.0464,0.404,0,0.1859,1.0,0.0,0.0,0.6152
164,cross,100,10065,178,4065,0.9557,1.0002,0.9395,0,0.1582,1.0,0.0,0.0,0.6599
165,cross,100,19065,33,1065,0.644,1.0026,0.6424,0,0.1435,1.0,0.0,0.0,0.7917
166,cross,100,14065,33,65,0.6122,1.0603,0.6122,0,0.3839,1.0,0.0,0.0,0.8879
167,cross,100,6065,33,65,0.9837,1.0282,0.7579,0,0.3794,1.0,0.0,0.0,0.8879
168,cross,100,10065,33,1065,0.943,1.0002,0.943,0,0.2207,1.0,0.0,0.0,0.8085
169,cross,100,11065,33,1065,0.9744,1.0014,0.9712,0,0.298,1.0,0.0,0.0,0.8085
170,cross,100,12065,33,3065,0.7288,1.0167,0.3812,0,0.1783,1.0,0.0,0.0,0.626
171,cross,100,19065,33,65,0.5758,1.0027,0.5646,0,0.4175,1.0,0.0,0.0,0.8407
172,cross,100,65,33,1065,0.0921,1.4572,0.087,18,0.2997,1.0,0.0,0.0,0.7506
173,cross,100,3065,33,3065,0.6079,1.0383,0.4609,0,0.1862,1.0,0.0,0.0,0.626
174,cross,100,65,33,65,0.0983,1.4572,0.0983,18,0.3643,1.0,0.0,0.0,0.7737
175,cross,100,12065,33,65,0.5624,1.0322,0.5624,0,0.4041,1.0,0.0,0.0,0.8879
176,cross,100,9065,3,1065,0.8576,1.0003,0.6353,0,0.4104,1.0,0.0,0.0,0.6029
177,cross,100,9065,3,3065,0.8576,1.0003,0.6351,0,0.4104,1.0,0.0,0.0,0.5598
178,cross,100,10065,3,65,0.8971,1.0002,0.6474,3,0.4065,1.0,0.0,0.0,0.7898
179,cross,100,14065,3,3065,0.614,1.0618,0.614,0,0.4045,1.0,0.0,0.0,0.5598
180,cross,100,14065,3,1065,0.614,1.0618,0.614,0,0.4045,1.0,0.0,0.0,0.6029
181,cross,100,17065,3,2065,0.6726,1.0562,0.6726,0,0.3903,1.0,0.0,0.0,0.8019
182,cross,100,19065,3,65,0.572,1.0027,0.4338,8,0.4322,1.0,0.0,0.0,0.7979
183,cross,100,19065,3,3065,0.572,1.0027,0.4403,7,0.4322,1.0,0.0,0.0,0.5854
184,cross,100,14065,3,65,0.614,1.0618,0.614,0,0.4045,1.0,0.0,0.0,0.7898
185,cross,100,1065,3,2065,0.8351,1.027,0.8351,0,0.4235,1.0,0.0,0.0,0.8336
186,cross,100,6065,3,65,0.9839,1.0282,0.5824,0,0.4004,1.0,0.0,0.0,0.7898
187,cross,100,12065,11,1065,0.7286,1.017,0.4582,0,0.1847,1.0,0.0,0.0,0.5593
188,cross,100,4065,11,1065,0.4762,1.0199,0.4301,0,0.1856,1.0,0.0,0.0,0.5593
189,cross,100,11065,11,1065,0.9762,1.0014,0.9206,0,0.2627,1.0,0.0,0.0,0.5593
190,cross,100,11065,11,65,0.9764,1.0014,0.9196,0,0.2598,1.0,0.0,0.0,0.7389
191,cross,100,3065,11,3065,0.6026,1.0373,0.5061,0,0.1752,1.0,0.0,0.0,0.755
192,cross,100,17065,11,2065,0.6241,1.0521,0.3408,5,0.2687,1.0,0.0,0.0,0.8584
193,cross,100,14065,11,3065,0.5709,1.0482,0.5068,0,0.2121,1.0,0.0,0.0,0.755
194,cross,100,2065,11,2065,0.5638,1.0411,0.4024,0,0.2056,1.0,0.0,0.0,0.8584
195,cross,100,13065,11,65,0.7044,1.0152,0.6516,0,0.2733,1.0,0.0,0.0,0.7389
196,cross,100,10065,11,3065,0.9536,1.0002,0.9449,0,0.1688,1.0,0.0,0.0,0.755
197,cross,100,11065,11,1065,0.9762,1.0014,0.9206,0,0.2627,1.0,0.0,0.0,0.5593
198,cross,100,15065,56,2065,0.652,1.0247,0.3535,5,0.2136,1.0,0.0,0.0,0.8349
199,cross,100,20065,56,1065,0.9484,1.0369,0.6466,0,0.3828,1.0,0.0,0.0,0.7465
200,cross,100,15065,56,2065,0.652,1.0247,0.3535,5,0.2136,1.0,0.0,0.0,0.8349
201,cross,100,5065,56,65,0.8503,1.0001,0.8392,0,0.2543,1.0,0.0,0.0,0.6666
202,cross,100,18065,56,1065,0.7029,1.1863,0.5297,0,0.319,1.0,0.0,0.0,0.7135
203,cross,100,10065,56,1065,0.9213,1.0002,0.87,0,0.3142,1.0,0.0,0.0,0.7135
204,cross,100,19065,56,1065,0.5901,1.0027,0.5615,0,0.3618,1.0,0.0,0.0,0.7673
205,cross,100,13065,56,2065,0.713,1.0152,0.5427,0,0.1943,1.0,0.0,0.0,0.8349
206,cross,100,11065,56,65,0.9778,1.0014,0.9262,0,0.2283,1.0,0.0,0.0,0.6666
207,cross,100,19065,56,65,0.6001,1.0027,0.5921,0,0.3223,1.0,0.0,0.0,0.7003
208,cross,100,19065,56,1065,0.5901,1.0027,0.5615,0,0.3618,1.0,0.0,0.0,0.7673
209,cross,100,14065,16,65,0.5442,1.0437,0.4884,0,0.1443,1.0,0.0,0.0,0.6247
210,cross,100,12065,16,2065,0.7169,1.0149,0.3828,0,0.124,1.0,0.0,0.0,0.7436
211,cross,100,12065,16,65,0.718,1.015,0.3813,0,0.1263,1.0,0.0,0.0,0.6247
212,cross,100,9065,16,1065,0.8989,1.0003,0.8888,0,0.1121,1.0,0.0,0.0,0.7343
213,cross,100,9065,16,1065,0.8989,1.0003,0.8888,0,0.1121,1.0,0.0,0.0,0.7343
214,cross,100,4065,16,1065,0.4625,1.0198,0.4388,0,0.1128,1.0,0.0,0.0,0.7343
215,cross,100,17065,16,1065,0.5695,1.0474,0.3592,9,0.1444,1.0,0.0,0.0,0.7343
216,cross,100,9065,16,65,0.8978,1.0003,0.8872,0,0.1212,1.0,0.0,0.0,0.6247
217,cross,100,65,16,65,0.0807,1.4531,0.0807,18,0.1668,1.0,0.0,0.0,0.7584
218,cross,100,18065,16,1065,0.6989,1.177,0.5741,0,0.1134,1.0,0.0,0.0,0.7343
219,cross,100,16065,16,2065,0.6184,1.0513,0.5057,5,0.1354,1.0,0.0,0.0,0.7301
220,cross,100,2065,53,2065,0.5352,1.0368,0.4948,0,0.1396,1.0,0.0,0.0,0.6035
221,cross,100,14065,53,2065,0.5522,1.0449,0.5378,0,0.1637,1.0,0.0,0.0,0.6035
222,cross,100,9065,53,2065,0.8966,1.0003,0.8938,0,0.1309,1.0,0.0,0.0,0.6035
223,cross,100,8065,53,1065,0.8443,1.0001,0.7368,0,0.1639,1.0,0.0,0.0,0.8715
224,cross,100,3065,53,1065,0.5928,1.0358,0.5119,0,0.1573,1.0,0.0,0.0,0.8715
225,cross,100,10065,53,65,0.9526,1.0002,0.923,0,0.174,1.0,0.0,0.0,0.7604
226,cross,100,10065,53,2065,0.9609,1.0002,0.9504,0,0.1298,1.0,0.0,0.0,0.6035
227,cross,100,15065,53,65,0.6657,1.0257,0.3827,0,0.2413,1.0,0.0,0.0,0.7604
228,cross,100,4065,53,2065,0.466,1.0198,0.4025,0,0.1304,1.0,0.0,0.0,0.6035
229,cross,100,19065,53,65,0.6498,1.0026,0.6458,0,0.1186,1.0,0.0,0.0,0.8433
230,cross,100,17065,53,1065,0.6015,1.0502,0.3317,4,0.2165,1.0,0.0,0.0,0.8715
231,cross,100,10065,14,65,0.9682,1.0002,0.9167,0,0.0862,1.0,0.0,0.0,0.7792
232,cross,100,14065,14,1065,0.5625,1.0466,0.5058,0,0.1895,1.0,0.0,0.0,0.6651
233,cross,100,18065,14,65,0.6978,1.1757,0.5396,0,0.0885,1.0,0.0,0.0,0.7792
234,cross,100,13065,14,1065,0.7089,1.0152,0.6759,0,0.232,1.0,0.0,0.0,0.6651
235,cross,100,19065,14,65,0.6501,1.0026,0.6324,0,0.1172,1.0,0.0,0.0,0.79
236,cross,100,17065,14,65,0.5507,1.0458,0.2961,5,0.1025,1.0,0.0,0.0,0.7792
237,cross,100,17065,14,1065,0.6008,1.0501,0.3597,3,0.215,1.0,0.0,0.0,0.6651
238,cross,100,5065,14,1065,0.8189,1.0001,0.7189,0,0.1625,1.0,0.0,0.0,0.6651
239,cross,100,7065,14,1065,0.8217,1.0002,0.6583,0,0.1642,1.0,0.0,0.0,0.6651
240,cross,100,15065,14,1065,0.651,1.0246,0.3654,8,0.2117,1.0,0.0,0.0,0.6651
241,cross,100,19065,14,1065,0.6516,1.0026,0.6408,0,0.1107,1.0,0.0,0.0,0.6125
242,cross,31,1065,96,44065,1.0,1.6091,0.485,0,0.3511,1.0,0.0,0.0,0.7589
243,cross,31,3065,96,38065,1.0,1.8317,1.0,0,0.3869,1.0,0.0,0.0,0.6593
244,cross,31,2065,96,52065,0.6524,2.2234,0.6524,0,0.3969,1.0,0.0,0.0,0.8529
245,cross,31,8065,96,12065,1.0,1.4676,0.6637,0,0.4344,1.0,0.0,0.0,0.6755
246,cross,31,1065,96,19065,1.0,1.6615,0.6189,0,0.4116,1.0,0.0,0.0,0.7589
247,cross,31,3065,96,6065,1.0,1.8728,0.7457,0,0.419,1.0,0.0,0.0,0.6593
248,cross,31,6065,96,26065,0.5427,1.8603,0.5133,1,0.1722,1.0,0.0,0.0,0.7881
249,cross,31,65,96,33065,0.7808,1.8405,0.5387,1,0.4133,1.0,0.0,0.0,0.7639
250,cross,31,7065,96,18065,1.0,1.351,0.6195,0,0.3984,1.0,0.0,0.0,0.8071
251,cross,31,65,96,42065,0.8016,1.8064,0.5093,1,0.3792,1.0,0.0,0.0,0.7639
252,cross,31,3065,96,33065,1.0,1.8728,0.7457,0,0.419,1.0,0.0,0.0,0.6593
253,cross,31,7065,100,11065,1.0,1.2316,0.4045,0,0.1804,1.0,0.0,0.0,0.8572
254,cross,31,8065,100,10065,0.734,1.3604,0.734,0,0.1304,1.0,0.0,0.0,0.6692
255,cross,31,7065,100,8065,1.0,1.2402,1.0,0,0.2,1.0,0.0,0.0,0.8572
256,cross,31,65,100,1065,0.7093,1.6027,0.7093,1,0.1951,1.0,0.0,0.0,0.7491
257,cross,31,1065,100,9065,0.8903,1.4709,0.7854,0,0.1887,1.0,0.0,0.0,0.8268
258,cross,31,65,100,5065,0.6717,1.572,0.6717,1,0.1658,1.0,0.0,0.0,0.7565
259,cross,31,1065,100,65,1.0,1.5575,0.4323,0,0.2927,1.0,0.0,0.0,0.5598
260,cross,31,1065,100,20065,1.0,1.5341,0.832,0,0.2656,1.0,0.0,0.0,0.8338
261,cross,31,5065,100,1065,1.0,1.658,1.0,0,0.2516,1.0,0.0,0.0,0.83
