id,arm,cluster_a,start_a,cluster_b,start_b,lam,stratum,R_at_onset,DCI_at_onset,minR_onset_p2,esc_windows
897,within,96,41065,96,54065,0.2,within/aligned/l0.2,0.8774,1.0024,0.8744,0
898,within,96,41065,96,54065,0.4,within/aligned/l0.4,0.8823,1.0004,0.8818,0
899,within,96,41065,96,54065,1.0,within/aligned/l1,0.8856,1.0001,0.8856,0
900,within,96,7065,96,40065,0.05,within/aligned/l0.05,0.0023,1.1007,0.0014,15
901,within,96,7065,96,40065,0.1,within/aligned/l0.1,0.0101,1.0244,0.0061,15
902,within,96,7065,96,40065,0.2,within/aligned/l0.2,0.0476,1.0051,0.0291,15
903,within,96,7065,96,40065,0.4,within/aligned/l0.4,0.2232,1.0009,0.1472,15
904,within,96,7065,96,40065,1.0,within/aligned/l1,0.6671,1.0001,0.6671,3
905,within,100,5065,100,14065,0.05,within/aligned/l0.05,0.4984,1.4255,0.4984,0
906,within,100,5065,100,14065,0.1,within/aligned/l0.1,0.6548,1.41,0.648,0
907,within,100,5065,100,14065,0.2,within/aligned/l0.2,0.6807,1.075,0.516,0
908,within,100,5065,100,14065,0.4,within/aligned/l0.4,0.8171,1.0138,0.4411,0
909,within,100,5065,100,14065,1.0,within/aligned/l1,0.8557,1.0024,0.6195,0
910,within,96,18065,96,47065,0.05,within/aligned/l0.05,0.4088,1.0343,0.3896,5
911,within,96,18065,96,47065,0.1,within/aligned/l0.1,0.3973,1.0092,0.3934,0
912,within,96,18065,96,47065,0.2,within/aligned/l0.2,0.3938,1.002,0.3931,0
913,within,96,18065,96,47065,0.4,within/aligned/l0.4,0.3926,1.0004,0.3925,0
914,within,96,18065,96,47065,1.0,within/aligned/l1,0.3971,1.0001,0.3971,0
915,within,96,16065,96,53065,0.05,within/aligned/l0.05,0.9266,1.0344,0.9206,0
916,within,96,16065,96,53065,0.1,within/aligned/l0.1,0.8991,1.0078,0.8979,0
917,within,96,16065,96,53065,0.2,within/aligned/l0.2,0.8907,1.0016,0.8904,0
918,within,96,16065,96,53065,0.4,within/aligned/l0.4,0.8866,1.0003,0.8865,0
919,within,96,16065,96,53065,1.0,within/aligned/l1,0.8847,1.0,0.8847,0
920,within,100,2065,100,20065,0.05,within/aligned/l0.05,1.0,2.4071,1.0,0
921,within,100,2065,100,20065,0.1,within/aligned/l0.1,1.0,2.1486,0.6378,0
922,within,100,2065,100,20065,0.2,within/aligned/l0.2,0.7335,1.8817,0.4573,0
923,within,100,2065,100,20065,0.4,within/aligned/l0.4,0.7467,1.6806,0.4952,0
924,within,100,2065,100,20065,1.0,within/aligned/l1,0.6347,1.0842,0.4403,0
925,within,100,3065,100,13065,0.05,within/aligned/l0.05,1.0,1.9682,1.0,0
926,within,100,3065,100,13065,0.1,within/aligned/l0.1,1.0,2.0283,1.0,0
927,within,100,3065,100,13065,0.2,within/aligned/l0.2,1.0,2.2044,1.0,0
928,within,100,3065,100,13065,0.4,within/aligned/l0.4,1.0,2.101,0.7093,0
929,within,100,3065,100,13065,1.0,within/aligned/l1,0.9265,1.192,0.4933,0
930,within,31,1065,31,6065,0.05,within/aligned/l0.05,1.0,2.2789,1.0,0
931,within,31,1065,31,6065,0.1,within/aligned/l0.1,1.0,2.2457,1.0,0
932,within,31,1065,31,6065,0.2,within/aligned/l0.2,1.0,2.2176,1.0,0
933,within,31,1065,31,6065,0.4,within/aligned/l0.4,1.0,2.1859,1.0,0
934,within,31,1065,31,6065,1.0,within/aligned/l1,1.0,2.0862,1.0,0
935,within,96,23065,96,29065,0.05,within/aligned/l0.05,0.818,1.0042,0.7924,0
936,within,96,23065,96,29065,0.1,within/aligned/l0.1,0.7975,1.001,0.7846,0
937,within,96,23065,96,29065,0.2,within/aligned/l0.2,0.7897,1.0002,0.7871,0
938,within,96,23065,96,29065,0.4,within/aligned/l0.4,0.7865,1.0,0.786,0
939,within,96,23065,96,29065,1.0,within/aligned/l1,0.7904,1.0,0.7904,0
940,within,100,2065,100,15065,0.05,within/aligned/l0.05,1.0,2.2709,1.0,0
941,within,100,2065,100,15065,0.1,within/aligned/l0.1,1.0,2.1728,0.9823,0
942,within,100,2065,100,15065,0.2,within/aligned/l0.2,0.9474,1.8322,0.9116,0
943,within,100,2065,100,15065,0.4,within/aligned/l0.4,0.9707,1.621,0.7222,0
944,within,100,2065,100,15065,1.0,within/aligned/l1,0.8943,1.1251,0.4619,0
945,within,100,9065,100,16065,0.05,within/aligned/l0.05,1.0,1.8692,1.0,0
946,within,100,9065,100,16065,0.1,within/aligned/l0.1,1.0,1.403,0.8118,0
947,within,100,9065,100,16065,0.2,within/aligned/l0.2,0.9653,1.1136,0.9211,0
948,within,100,9065,100,16065,0.4,within/aligned/l0.4,0.895,1.022,0.888,0
949,within,100,9065,100,16065,1.0,within/aligned/l1,0.914,1.0024,0.914,0
950,within,100,6065,100,20065,0.05,within/aligned/l0.05,0.6724,1.6742,0.6724,0
951,within,100,6065,100,20065,0.1,within/aligned/l0.1,0.6589,1.7105,0.6227,0
952,within,100,6065,100,20065,0.2,within/aligned/l0.2,0.5969,1.8356,0.51,0
953,within,100,6065,100,20065,0.4,within/aligned/l0.4,0.6741,1.7597,0.6741,0
954,within,100,6065,100,20065,1.0,within/aligned/l1,0.9256,1.1493,0.8916,0
955,within,77,2065,77,7065,0.05,within/aligned/l0.05,0.4639,1.0168,0.4639,0
956,within,77,2065,77,7065,0.1,within/aligned/l0.1,0.461,1.0189,0.461,0
957,within,77,2065,77,7065,0.2,within/aligned/l0.2,0.4591,1.0214,0.4591,0
958,within,77,2065,77,7065,0.4,within/aligned/l0.4,0.4556,1.0321,0.4556,0
959,within,77,2065,77,7065,1.0,within/aligned/l1,0.4252,1.2488,0.4247,0
960,within,96,17065,96,42065,0.05,within/aligned/l0.05,0.562,1.102,0.3081,10
961,within,96,17065,96,42065,0.1,within/aligned/l0.1,0.8294,1.0237,0.6524,1
962,within,96,17065,96,42065,0.2,within/aligned/l0.2,0.9703,1.0049,0.9356,0
963,within,96,17065,96,42065,0.4,within/aligned/l0.4,0.9672,1.0009,0.961,0
964,within,96,17065,96,42065,1.0,within/aligned/l1,0.9649,1.0001,0.9648,0
965,within,96,41065,96,55065,0.05,within/aligned/l0.05,0.834,1.0513,0.7771,0
966,within,96,41065,96,55065,0.1,within/aligned/l0.1,0.8654,1.0116,0.8511,0
967,within,96,41065,96,55065,0.2,within/aligned/l0.2,0.8774,1.0024,0.8744,0
968,within,96,41065,96,55065,0.4,within/aligned/l0.4,0.8823,1.0004,0.8818,0
969,within,96,41065,96,55065,1.0,within/aligned/l1,0.8856,1.0001,0.8856,0
970,within,100,8065,100,17065,0.05,within/aligned/l0.05,1.0,1.5242,0.978,0
971,within,100,8065,100,17065,0.1,within/aligned/l0.1,0.7548,1.0904,0.5527,0
972,within,100,8065,100,17065,0.2,within/aligned/l0.2,0.778,1.0445,0.578,0
973,within,100,8065,100,17065,0.4,within/aligned/l0.4,0.8815,1.0079,0.5268,0
974,within,100,8065,100,17065,1.0,within/aligned/l1,0.9108,1.0012,0.4951,0
975,within,178,65,178,5065,0.05,within/aligned/l0.05,1.0,2.3357,1.0,0
976,within,178,65,178,5065,0.1,within/aligned/l0.1,1.0,2.3524,1.0,0
977,within,178,65,178,5065,0.2,within/aligned/l0.2,1.0,2.3983,1.0,0
978,within,178,65,178,5065,0.4,within/aligned/l0.4,1.0,2.4404,1.0,0
979,within,178,65,178,5065,1.0,within/aligned/l1,1.0,2.7245,1.0,0
980,within,96,12065,96,23065,0.05,within/aligned/l0.05,0.0067,1.1058,0.0022,12
981,within,96,12065,96,23065,0.1,within/aligned/l0.1,0.0293,1.0246,0.01,12
982,within,96,12065,96,23065,0.2,within/aligned/l0.2,0.1288,1.0051,0.047,12
983,within,96,12065,96,23065,0.4,within/aligned/l0.4,0.456,1.0009,0.2206,11
984,within,96,12065,96,23065,1.0,within/aligned/l1,0.8413,1.0001,0.8413,0
985,within,96,6065,96,40065,0.05,within/aligned/l0.05,0.5909,1.2118,0.5485,0
986,within,96,6065,96,40065,0.1,within/aligned/l0.1,0.4971,1.0509,0.4904,0
987,within,96,6065,96,40065,0.2,within/aligned/l0.2,0.4646,1.0105,0.4635,0
988,within,96,6065,96,40065,0.4,within/aligned/l0.4,0.4509,1.0018,0.4507,0
989,within,96,6065,96,40065,1.0,within/aligned/l1,0.4466,1.0003,0.4466,0
990,within,96,7065,96,15065,0.05,within/aligned/l0.05,0.0023,1.1007,0.0014,15
991,within,96,7065,96,15065,0.1,within/aligned/l0.1,0.0101,1.0244,0.0061,15
992,within,96,7065,96,15065,0.2,within/aligned/l0.2,0.0476,1.0051,0.0291,15
993,within,96,7065,96,15065,0.4,within/aligned/l0.4,0.2232,1.0009,0.1472,15
994,within,96,7065,96,15065,1.0,within/aligned/l1,0.6671,1.0001,0.6671,3
995,within,100,1065,100,10065,0.05,within/aligned/l0.05,0.9909,1.6731,0.6547,0
996,within,100,1065,100,10065,0.1,within/aligned/l0.1,0.8787,1.8646,0.7253,0
997,within,100,1065,100,10065,0.2,within/aligned/l0.2,0.7864,2.0074,0.5068,0
998,within,100,1065,100,10065,0.4,within/aligned/l0.4,0.6907,1.8982,0.4841,0
999,within,100,1065,100,10065,1.0,within/aligned/l1,0.5314,1.1547,0.4818,0
1000,within,100,3065,100,18065,0.05,within/aligned/l0.05,1.0,1.961,1.0,0
1001,within,100,3065,100,18065,0.1,within/aligned/l0.1,1.0,2.206,1.0,0
1002,within,100,3065,100,18065,0.2,within/aligned/l0.2,1.0,2.2061,1.0,0
1003,within,100,3065,100,18065,0.4,within/aligned/l0.4,1.0,2.0176,1.0,0
1004,within,100,3065,100,18065,1.0,within/aligned/l1,0.744,1.1409,0.6469,0
1005,within,100,4065,100,12065,0.05,within/aligned/l0.05,1.0,1.8873,1.0,0
1006,within,100,4065,100,12065,0.1,within/aligned/l0.1,1.0,1.6664,1.0,0
1007,within,100,4065,100,12065,0.2,within/aligned/l0.2,1.0,1.5046,1.0,0
1008,within,100,4065,100,12065,0.4,within/aligned/l0.4,1.0,1.3222,1.0,0
1009,within,100,4065,100,12065,1.0,within/aligned/l1,1.0,1.1923,1.0,0
1010,within,96,12065,96,44065,0.05,within/aligned/l0.05,0.0067,1.1058,0.0022,12
1011,within,96,12065,96,44065,0.1,within/aligned/l0.1,0.0293,1.0246,0.01,12
1012,within,96,12065,96,44065,0.2,within/aligned/l0.2,0.247,1.0051,0.0566,12
1013,within,96,12065,96,44065,0.4,within/aligned/l0.4,0.456,1.0009,0.2206,11
1014,within,96,12065,96,44065,1.0,within/aligned/l1,0.6908,1.0001,0.6908,0
1015,within,96,14065,96,50065,0.05,within/aligned/l0.05,0.7492,1.3343,0.7492,0
1016,within,96,14065,96,50065,0.1,within/aligned/l0.1,0.7463,1.3375,0.7463,0
1017,within,96,14065,96,50065,0.2,within/aligned/l0.2,0.7322,1.3537,0.7322,0
1018,within,96,14065,96,50065,0.4,within/aligned/l0.4,0.5049,1.649,0.5049,0
1019,within,96,14065,96,50065,1.0,within/aligned/l1,0.383,1.4154,0.383,0
1020,within,77,1065,77,6065,0.05,within/aligned/l0.05,1.0,1.8689,1.0,0
1021,within,77,1065,77,6065,0.1,within/aligned/l0.1,1.0,1.9218,1.0,0
1022,within,77,1065,77,6065,0.2,within/aligned/l0.2,1.0,2.008,1.0,0
1023,within,77,1065,77,6065,0.4,within/aligned/l0.4,1.0,2.1756,1.0,0
1024,within,77,1065,77,6065,1.0,within/aligned/l1,1.0,2.0991,1.0,0
1025,within,100,10065,100,20065,0.05,within/aligned/l0.05,1.002,1.7999,0.705,0
1026,within,100,10065,100,20065,0.1,within/aligned/l0.1,0.8436,1.297,0.8436,0
1027,within,100,10065,100,20065,0.2,within/aligned/l0.2,0.9814,1.0534,0.934,0
1028,within,100,10065,100,20065,0.4,within/aligned/l0.4,0.9691,1.0122,0.9567,0
1029,within,100,10065,100,20065,1.0,within/aligned/l1,0.9751,1.0012,0.9726,0
1030,within,100,12065,100,20065,0.05,within/aligned/l0.05,1.0,1.6454,0.7068,0
1031,within,100,12065,100,20065,0.1,within/aligned/l0.1,0.5851,1.6499,0.5248,0
1032,within,100,12065,100,20065,0.2,within/aligned/l0.2,0.5236,1.5775,0.5072,0
1033,within,100,12065,100,20065,0.4,within/aligned/l0.4,0.5819,1.4103,0.5527,0
1034,within,100,12065,100,20065,1.0,within/aligned/l1,0.6536,1.0748,0.6536,0
1035,within,100,10065,100,17065,0.05,within/aligned/l0.05,1.0,1.8854,0.8766,0
1036,within,100,10065,100,17065,0.1,within/aligned/l0.1,1.0053,1.3186,0.567,0
1037,within,100,10065,100,17065,0.2,within/aligned/l0.2,0.9003,1.1234,0.4133,0
1038,within,100,10065,100,17065,0.4,within/aligned/l0.4,0.8588,1.0305,0.3944,2
1039,within,100,10065,100,17065,1.0,within/aligned/l1,0.8608,1.0036,0.4543,0
1040,within,96,2065,96,11065,0.05,within/aligned/l0.05,0.9015,1.0547,0.9015,0
1041,within,96,2065,96,11065,0.1,within/aligned/l0.1,0.9004,1.012,0.9004,0
1042,within,96,2065,96,11065,0.2,within/aligned/l0.2,0.8997,1.0024,0.8997,0
1043,within,96,2065,96,11065,0.4,within/aligned/l0.4,0.8994,1.0004,0.8993,0
1044,within,96,2065,96,11065,1.0,within/aligned/l1,0.9014,1.0001,0.9014,0
1045,within,100,12065,100,17065,0.05,within/aligned/l0.05,1.0,1.6349,1.0,0
1046,within,100,12065,100,17065,0.1,within/aligned/l0.1,1.0,1.666,0.5871,0
1047,within,100,12065,100,17065,0.2,within/aligned/l0.2,0.961,1.6949,0.4639,0
1048,within,100,12065,100,17065,0.4,within/aligned/l0.4,0.8337,1.7156,0.3627,0
1049,within,100,12065,100,17065,1.0,within/aligned/l1,0.5448,1.3489,0.4986,0
1050,within,96,20065,96,45065,0.05,within/aligned/l0.05,0.0989,1.0011,0.0033,12
1051,within,96,20065,96,45065,0.1,within/aligned/l0.1,0.3288,1.0003,0.0146,12
1052,within,96,20065,96,45065,0.2,within/aligned/l0.2,0.7033,1.0001,0.1025,11
1053,within,96,20065,96,45065,0.4,within/aligned/l0.4,0.9243,1.0,0.3957,8
1054,within,96,20065,96,45065,1.0,within/aligned/l1,0.494,1.0,0.4486,0
1055,within,96,65,96,51065,0.05,within/aligned/l0.05,1.0,1.3579,1.0,3
1056,within,96,65,96,51065,0.1,within/aligned/l0.1,1.0,1.3647,1.0,5
1057,within,96,65,96,51065,0.2,within/aligned/l0.2,1.0,1.429,1.0,5
1058,within,96,65,96,51065,0.4,within/aligned/l0.4,1.0,1.7906,0.004,4
1059,within,96,65,96,51065,1.0,within/aligned/l1,1.0,1.5249,1.0,0
1060,within,96,39065,96,55065,0.05,within/aligned/l0.05,1.0,1.1755,1.0,0
1061,within,96,39065,96,55065,0.1,within/aligned/l0.1,1.0,1.1855,1.0,0
1062,within,96,39065,96,55065,0.2,within/aligned/l0.2,1.0,1.2473,1.0,2
1063,within,96,39065,96,55065,0.4,within/aligned/l0.4,1.0,1.6115,1.0,1
1064,within,96,39065,96,55065,1.0,within/aligned/l1,1.1141,1.7995,1.0,0
1065,within,96,11065,96,47065,0.05,within/aligned/l0.05,0.6647,1.0795,0.6453,0
1066,within,96,11065,96,47065,0.1,within/aligned/l0.1,0.6447,1.0198,0.6418,0
1067,within,96,11065,96,47065,0.2,within/aligned/l0.2,0.6084,1.0041,0.6077,0
1068,within,96,11065,96,47065,0.4,within/aligned/l0.4,0.6104,1.0007,0.6103,0
1069,within,96,11065,96,47065,1.0,within/aligned/l1,0.6096,1.0001,0.6096,0
1070,within,96,29065,96,54065,0.05,within/aligned/l0.05,0.9002,1.05,0.887,0
1071,within,96,29065,96,54065,0.1,within/aligned/l0.1,0.8948,1.0112,0.8919,0
1072,within,96,29065,96,54065,0.2,within/aligned/l0.2,0.8924,1.0023,0.891,0
1073,within,96,29065,96,54065,0.4,within/aligned/l0.4,0.8912,1.0004,0.891,0
1074,within,96,29065,96,54065,1.0,within/aligned/l1,0.8906,1.0001,0.8906,0
1075,within,96,14065,96,56065,0.05,within/aligned/l0.05,0.7492,1.3343,0.7492,0
1076,within,96,14065,96,56065,0.1,within/aligned/l0.1,0.7463,1.3375,0.7463,0
1077,within,96,14065,96,56065,0.2,within/aligned/l0.2,0.7322,1.3537,0.7322,0
1078,within,96,14065,96,56065,0.4,within/aligned/l0.4,0.6578,1.4281,0.6578,0
1079,within,96,14065,96,56065,1.0,within/aligned/l1,0.3636,1.3599,0.3636,0
1080,within,96,1065,96,39065,0.05,within/aligned/l0.05,0.9138,1.1318,0.9138,0
1081,within,96,1065,96,39065,0.1,within/aligned/l0.1,0.9064,1.1482,0.9064,0
1082,within,96,1065,96,39065,0.2,within/aligned/l0.2,0.8329,1.2746,0.8329,0
1083,within,96,1065,96,39065,0.4,within/aligned/l0.4,0.6123,1.8051,0.6123,0
1084,within,96,1065,96,39065,1.0,within/aligned/l1,0.5503,1.5096,0.5267,0
1085,within,96,8065,96,43065,0.05,within/aligned/l0.05,0.9055,1.0001,0.9051,0
1086,within,96,8065,96,43065,0.1,within/aligned/l0.1,0.9055,1.0001,0.9051,0
1087,within,96,8065,96,43065,0.2,within/aligned/l0.2,0.9055,1.0001,0.9052,0
1088,within,96,8065,96,43065,0.4,within/aligned/l0.4,0.9053,1.0001,0.9053,0
1089,within,96,8065,96,43065,1.0,within/aligned/l1,0.9049,1.0001,0.9049,0
1090,within,96,37065,96,48065,0.05,within/aligned/l0.05,0.8445,1.0445,0.8445,0
1091,within,96,37065,96,48065,0.1,within/aligned/l0.1,0.8443,1.01,0.8443,0
1092,within,96,37065,96,48065,0.2,within/aligned/l0.2,0.8426,1.002,0.8426,0
1093,within,96,37065,96,48065,0.4,within/aligned/l0.4,0.8369,1.0004,0.8369,0
1094,within,96,37065,96,48065,1.0,within/aligned/l1,0.8405,1.0,0.8405,0
1095,within,77,65,77,5065,0.05,within/aligned/l0.05,1.0,1.8412,1.0,0
1096,within,77,65,77,5065,0.1,within/aligned/l0.1,1.0,1.8737,1.0,0
1097,within,77,65,77,5065,0.2,within/aligned/l0.2,1.0,1.9566,1.0,0
1098,within,77,65,77,5065,0.4,within/aligned/l0.4,1.0,2.0995,1.0,0
1099,within,77,65,77,5065,1.0,within/aligned/l1,0.4378,2.4481,0.4378,0
1100,within,31,3065,31,8065,0.05,within/aligned/l0.05,1.0,2.1554,1.0,0
1101,within,31,3065,31,8065,0.1,within/aligned/l0.1,1.0,2.1247,1.0,0
1102,within,31,3065,31,8065,0.2,within/aligned/l0.2,1.0,2.1255,1.0,0
1103,within,31,3065,31,8065,0.4,within/aligned/l0.4,1.0,2.1623,1.0,0
1104,within,31,3065,31,8065,1.0,within/aligned/l1,1.0,2.2379,1.0,0
1105,within,96,5065,96,16065,0.05,within/aligned/l0.05,0.8403,1.0552,0.8383,0
1106,within,96,5065,96,16065,0.1,within/aligned/l0.1,0.8606,1.0123,0.8601,0
1107,within,96,5065,96,16065,0.2,within/aligned/l0.2,0.8699,1.0025,0.8698,0
1108,within,96,5065,96,16065,0.4,within/aligned/l0.4,0.8742,1.0004,0.8741,0
1109,within,96,5065,96,16065,1.0,within/aligned/l1,0.8764,1.0001,0.8764,0
1110,within,96,20065,96,44065,0.05,within/aligned/l0.05,0.0068,1.0012,0.0023,12
1111,within,96,20065,96,44065,0.1,within/aligned/l0.1,0.0296,1.0003,0.0101,12
1112,within,96,20065,96,44065,0.2,within/aligned/l0.2,0.1303,1.0001,0.0476,12
1113,within,96,20065,96,44065,0.4,within/aligned/l0.4,0.6547,1.0,0.2598,10
1114,within,96,20065,96,44065,1.0,within/aligned/l1,0.6988,1.0,0.6988,0
1115,within,96,23065,96,38065,0.05,within/aligned/l0.05,0.818,1.0042,0.7601,0
1116,within,96,23065,96,38065,0.1,within/aligned/l0.1,0.7975,1.001,0.7904,0
1117,within,96,23065,96,38065,0.2,within/aligned/l0.2,0.7897,1.0002,0.7887,0
1118,within,96,23065,96,38065,0.4,within/aligned/l0.4,0.7865,1.0,0.786,0
1119,within,96,23065,96,38065,1.0,within/aligned/l1,0.79,1.0,0.7899,0
1120,within,100,1065,100,13065,0.05,within/aligned/l0.05,0.9355,1.7546,0.776,0
1121,within,100,1065,100,13065,0.1,within/aligned/l0.1,0.8656,1.885,0.5575,0
1122,within,100,1065,100,13065,0.2,within/aligned/l0.2,0.7866,1.9968,0.4334,0
1123,within,100,1065,100,13065,0.4,within/aligned/l0.4,0.6985,1.7474,0.3986,0
1124,within,100,1065,100,13065,1.0,within/aligned/l1,0.6216,1.1749,0.6145,0
